DOMAINS,REQUEST,BLOCK,IMPRESSION,VIEWABLE,MEASURED,CLICKS,INCIDENTS,COMPLETES
gamebattles.majorleaguegaming.com,9,7,,,,,,
streamdb5web.securenetsystems.net,1204,46,,,,,,
centurylink.net,21,0,,,,,,
k12reader.com,3739,34,,,,,,
tpc.googlesyndication.com,278,0,,,,,,
radio.securenetsystems.net,6019,12,,,,,,
philadelphia.cbslocal.com,4,2,,,,,,
baltimore.cbslocal.com,1,0,,,,,,
damnlol.com,1,0,,,,,,
cwtv.com,54,19,,,,,,
virginia.sportswar.com,1,1,,,,,,
stardoll.com,2,1,,,,,,
boston.cbslocal.com,1,0,,,,,,
losangeles.cbslocal.com,3,0,,,,,,
detroit.cbslocal.com,1,0,,,,,,
dfw.cbslocal.com,10,4,,,,,,
my.juno.com,9,0,,,,,,
techtimes.com,1666,24,,,,,,
vt.lightspeedvt.com,28,25,,,,,,
sportschatplace.com,173,2,,,,,,
filehippo.com,2,1,,,,,,
obozrevatel.com,1,1,,,,,,
self.com,1,1,,,,,,
crosswordtracker.com,272,0,,,,,,
mail.twc.com,1,1,,,,,,
acurazine.com,1,1,,,,,,
forsalebyowner.com,45,0,,,,,,
pleated-jeans.com,1,0,,,,,,
cn.dealmoon.com,1,0,,,,,,
petplace.com,27,0,,,,,,
the-crossword-solver.com,1,0,,,,,,
popsugar.com,2,2,,,,,,
moviefone.com,3,0,,,,,,
new.schoolnotes.com,15,0,,,,,,
c.peoplepc.com,6,1,,,,,,
nbc12.com,7,4,,,,,,
news.creaders.net,147,122,,,,,,
en.softonic.com,19,12,,,,,,
chessmaniac.com,28,1,,,,,,
yardbarker.com,115,0,,,,,,
weatherbug.com,5,0,,,,,,
olgasflavorfactory.com,1,0,,,,,,
driversprep.com,6,6,,,,,,
gamespot.com,1,0,,,,,,
thepioneerwoman.com,106,1,,,,,,
typingtest.com,415,10,,,,,,
mlbtraderumors.com,2,0,,,,,,
flyfrontier.com,4,2,,,,,,
prizegrab.com,1,1,,,,,,
usatoday.com,1,0,,,,,,
minecraft-mp.com,5,3,,,,,,
lms.thinkthroughmath.com,263,217,,,,,,
wordreference.com,1317,1222,,,,,,
webmail.excite.com,11,8,,,,,,
excite.com,1,1,,,,,,
losandes.com.ar,1,1,,,,,,
rvt.com,1,1,,,,,,
kjrh.com,3,1,,,,,,
cwseed.com,5,0,,,,,,
empire.goodgamestudios.com,1,1,,,,,,
hoofoot.com,1,1,,,,,,
mtgtop8.com,9,0,,,,,,
play.typeracer.com,7,0,,,,,,
abc.go.com,1,0,,,,,,
adweek.com,1,0,,,,,,
funimation.com,22,0,,,,,,
pagesix.com,16,12,,,,,,
basketball-reference.com,3,2,,,,,,
wordunscrambler.com,1,1,,,,,,
leitesculinaria.com,1,0,,,,,,
youplay.com,23,0,,,,,,
pga.com,325,18,,,,,,
space-facts.com,2,0,,,,,,
shooter-bubble.com,4,3,,,,,,
ng.cengage.com,1,1,,,,,,
jetpunk.com,106,4,,,,,,
timesofsandiego.com,3,0,,,,,,
tennislink.usta.com,2,2,,,,,,
hudl.com,537,26,,,,,,
en.uptodown.com,28,0,,,,,,
appass.com,19,0,,,,,,
faithtap.com,3,1,,,,,,
coupons.shoprite.com,6,4,,,,,,
more2.starfall.com,10,9,,,,,,
movies.eventful.com,2,2,,,,,,
gardeningknowhow.com,1,0,,,,,,
liketotally80s.com,15,0,,,,,,
physics.tutorvista.com,15,0,,,,,,
fansided.com,1,0,,,,,,
en.akinator.com,4,2,,,,,,
dinarrecaps.com,228,5,,,,,,
sudoku-solutions.com,64,0,,,,,,
gosur.com,1,1,,,,,,
thriftyfun.com,1,1,,,,,,
glosbe.com,67,0,,,,,,
studyisland.com,1,1,,,,,,
gnli.christianpost.com,28,14,,,,,,
paycheckcity.com,1,0,,,,,,
howmanysyllables.com,29,0,,,,,,
search.alot.com,1,1,,,,,,
boards.weddingbee.com,1,0,,,,,,
gotoquiz.com,1,0,,,,,,
freedomnewspaper.com,61,3,,,,,,
ozarksfirst.com,6,1,,,,,,
home.brandthunder.com,1,1,,,,,,
irishcentral.com,1,1,,,,,,
wonderslist.com,2,0,,,,,,
oprah.com,6,1,,,,,,
southernhospitalityblog.com,2,0,,,,,,
math-aids.com,245,1,,,,,,
eq2.wikia.com,1,0,,,,,,
forums.sherdog.com,3,3,,,,,,
timesofindia.indiatimes.com,1904,1391,,,,,,
ccm.net,12,0,,,,,,
elderscrolls.wikia.com,1,0,,,,,,
listenonrepeat.com,1,0,,,,,,
harrypotter.wikia.com,2,1,,,,,,
booking.flyfrontier.com,109,81,,,,,,
forum.wordreference.com,13,10,,,,,,
kmov.com,2,2,,,,,,
kiro7.com,31,0,,,,,,
outlook.live.com,229,1,,,,,,
weather.weatherbug.com,145,3,,,,,,
sports.yahoo.com,36,2,,,,,,
news.yahoo.com,80,1,,,,,,
my.yahoo.com,1,0,,,,,,
tahoeyukonforum.com,1,1,,,,,,
blacksportsonline.com,1,0,,,,,,
desmoinesregister.com,54,4,,,,,,
togetter.com,5,5,,,,,,
radio.ghanaweb.com,1,1,,,,,,
ubergizmo.com,2,0,,,,,,
gadgets.ndtv.com,108,4,,,,,,
navbharattimes.indiatimes.com,96,24,,,,,,
maharashtratimes.indiatimes.com,30,1,,,,,,
start.iminent.com,2,2,,,,,,
travel.usnews.com,1,0,,,,,,
fjrowners.com,1,0,,,,,,
tides.willyweather.com,32,0,,,,,,
willyweather.com,2,0,,,,,,
timeout.com,20,0,,,,,,
riddles.com,3,0,,,,,,
yumasun.com,1,0,,,,,,
caselaw.findlaw.com,1,1,,,,,,
mlb.com,1,0,,,,,,
t3.com,1,0,,,,,,
apollo.slingbox.com,102,0,,,,,,
argus-press.com,1,0,,,,,,
online-tech-tips.com,185,0,,,,,,
chieftain.com,1,0,,,,,,
theaviationist.com,8,0,,,,,,
petguide.com,1,0,,,,,,
worditout.com,88,0,,,,,,
wf.webrootanywhere.com,5,5,,,,,,
pt.wikihow.com,4,0,,,,,,
quotes.ino.com,160,0,,,,,,
om.forgeofempires.com,1,1,,,,,,
trending.womensforum.com,144,13,,,,,,
fr.wikihow.com,20,1,,,,,,
educationworld.com,2900,14,,,,,,
neo.rr.com,1,0,,,,,,
tampabay.rr.com,2,1,,,,,,
corner.bigblueinteractive.com,95,78,,,,,,
games.latimes.com,218,1,,,,,,
beta.meetme.com,1,0,,,,,,
draftwizard.fantasypros.com,315,0,,,,,,
home.suddenlink.net,8,4,,,,,,
stats.cleveland.com,5,0,,,,,,
virginiatech.sportswar.com,2,2,,,,,,
cinemassacre.com,3,2,,,,,,
sports.creaders.net,78,70,,,,,,
rootsweb.ancestry.com,12,0,,,,,,
streamdb7web.securenetsystems.net,799,1,,,,,,
prosportsdaily.sportsdirectinc.com,3,0,,,,,,
microcenter.com,2,1,,,,,,
plan.shoprite.com,1,1,,,,,,
fallsolitaire.com,1,1,,,,,,
wkyc.com,4,0,,,,,,
myhockeyrankings.com,1416,5,,,,,,
stromtrooper.com,3,0,,,,,,
uv.willyweather.com,13,0,,,,,,
sunrisesunset.willyweather.com,1,0,,,,,,
network-tools.com,1,0,,,,,,
abc13.com,1,0,,,,,,
ultrasurfing.com,1,0,,,,,,
theweathernetwork.com,1,0,,,,,,
disney.go.com,2,2,,,,,,
disney.com,1,0,,,,,,
disneyjunior.disney.com,1,0,,,,,,
video.disney.com,2,2,,,,,,
www54.myfantasyleague.com,14,10,,,,,,
www53.myfantasyleague.com,7,7,,,,,,
authorweb.healthstream.com,5,3,,,,,,
app.box.com,37,25,,,,,,
babynamegenie.com,1,1,,,,,,
cart.microcenter.com,1,1,,,,,,
kcsm.org,23,0,,,,,,
overwolf.com,1,0,,,,,,
makeagif.com,1494,15,,,,,,
pathfindertalk.com,1,0,,,,,,
schoolspring.com,22,2,,,,,,
newwatch.slingbox.com,5768,23,,,,,,
apps.availity.com,7,7,,,,,,
mrexcel.com,163,1,,,,,,
more.starfall.com,1,1,,,,,,
elpasoinc.com,1,0,,,,,,
search.ask.com,16,14,,,,,,
business.financialpost.com,1,0,,,,,,
diepkhuc.com,423,0,,,,,,
rmcsport.bfmtv.com,1,1,,,,,,
clients.mindbodyonline.com,77,68,,,,,,
americanpress.com,1,0,,,,,,
community.sparknotes.com,18,0,,,,,,
go.teamsnap.com,15,10,,,,,,
forex.timezoneconverter.com,74,0,,,,,,
ca.creaders.net,116,98,,,,,,
auctions.mlb.com,2,2,,,,,,
asp.tumblebooks.com,1,1,,,,,,
shop.lululemon.com,57,44,,,,,,
yupptv.com,3,0,,,,,,
buy.norton.com,1,1,,,,,,
search.norton.com,21,17,,,,,,
identitysafe.norton.com,7,1,,,,,,
search.mlslistings.com,2,2,,,,,,
newsbug.info,1,0,,,,,,
reviewgamezone.com,14,0,,,,,,
keyhero.com,880,559,,,,,,
ilovepdf.com,492,0,,,,,,
metronomeonline.com,27,0,,,,,,
nl.glosbe.com,24,0,,,,,,
vi.glosbe.com,10,0,,,,,,
en.glosbe.com,1,0,,,,,,
payless.com,13,5,,,,,,
news.mingpao.com,1,1,,,,,,
videos.postandcourier.com,1,0,,,,,,
app.studyisland.com,2,2,,,,,,
notizie.yahoo.com,4,0,,,,,,
nachrichten.yahoo.com,3,0,,,,,,
grandrapidsmn.com,2,0,,,,,,
designbump.com,73,8,,,,,,
antiques.lovetoknow.com,1,0,,,,,,
stress.lovetoknow.com,1,0,,,,,,
fun.games.com,9,1,,,,,,
rentalcars.com,2,1,,,,,,
sport.bt.com,6,0,,,,,,
account.suddenlink.net,48,34,,,,,,
index.about.com,99,65,,,,,,
tinyurl.com,38,0,,,,,,
tuasaude.com,3,0,,,,,,
accountingexplained.com,9,0,,,,,,
mybeerbuzz.blogspot.com,4,1,,,,,,
heartharena.com,3,0,,,,,,
blogs.denverpost.com,1,0,,,,,,
certapet.com,7,0,,,,,,
jazzradio.com,7,0,,,,,,
tractordata.com,6,0,,,,,,
propertyshark.com,2,1,,,,,,
apps.skype.com,71,65,,,,,,
chapintv.com,1,0,,,,,,
games2rule.com,25,0,,,,,,
es.soccerway.com,32,0,,,,,,
el.soccerway.com,1,0,,,,,,
vanityfair.com,2,1,,,,,,
glwiz.com,55,0,,,,,,
bigfarm.goodgamestudios.com,4,3,,,,,,
homes.trovit.com,6,3,,,,,,
payments.ebay.com,14,9,,,,,,
greenbot.com,75,0,,,,,,
le10sport.com,14,1,,,,,,
online-translator.com,12,0,,,,,,
cdnres.willyweather.com.au,4,0,,,,,,
www73.myfantasyleague.com,5,5,,,,,,
www77.myfantasyleague.com,4,4,,,,,,
content.overwolf.com,21955,23,,,,,,
my.norton.com,1,0,,,,,,
b.hostedemail.com,9,0,,,,,,
lol.disney.com,16,15,,,,,,
cmx.weightwatchers.com,1,1,,,,,,
www79.myfantasyleague.com,2,2,,,,,,
student.mathletics.com,2,2,,,,,,
activities.mathletics.com,1,0,,,,,,
retail-dollargeneral.icims.com,1,0,,,,,,
path.shareyourfreebies.com,1,1,,,,,,
www2.hudl.com,1,0,,,,,,
motd.motdgd.com,164,0,,,,,,
search.searchmabb.com,506,410,,,,,,
search.excite.com,6,5,,,,,,
coolimba.com,17468,146,,,,,,
games.wtop.com,21,0,,,,,,
securitycareers-aus.icims.com,1,1,,,,,,
m.grazia.fr,1,0,,,,,,
history.creaders.net,304,261,,,,,,
memories.dustyoldthing.com,1,0,,,,,,
vplayer.techtimes.com,1,0,,,,,,
carmodguide.com,1,1,,,,,,
falsified-website.com,1063,486,,,,,,
externals.streema.com,3,0,,,,,,
fbastream59.blogspot.com,8,0,,,,,,
N/A,0,0,,,,,,
imasdk.googleapis.com,0,0,,,,,,
bustle.com,0,0,,,,,,
dailymotion.com,0,0,,,,,,
ibtimes.co.uk,0,0,,,,,,
cheezburger.com,0,0,,,,,,
comicbook.com,0,0,,,,,,
latimes.com,0,0,,,,,,
aplus.com,0,0,,,,,,
odometer.com,0,0,,,,,,
cookieandkate.com,0,0,,,,,,
allrecipes.com,0,0,,,,,,
twentytwowords.com,0,0,,,,,,
bulbapedia.bulbagarden.net,0,0,,,,,,
maplestage.com,0,0,,,,,,
iheartnaptime.net,0,0,,,,,,
titantv.com,0,0,,,,,,
tomshardware.com,0,0,,,,,,
shefinds.com,0,0,,,,,,
lifebuzz.com,0,0,,,,,,
newstatesman.com,0,0,,,,,,
lilluna.com,0,0,,,,,,
sallysbakingaddiction.com,0,0,,,,,,
magiquiz.com,0,0,,,,,,
cnet.com,0,0,,,,,,
superhealthykids.com,0,0,,,,,,
therecipecritic.com,0,0,,,,,,
mocospace.com,0,0,,,,,,
miamiherald.com,0,0,,,,,,
covers.com,0,0,,,,,,
tpc.googlesyndication.com,0,0,,,,,,
people.com,0,0,,,,,,
news.keralakaumudi.com,0,0,,,,,,
mylifetime.com,0,0,,,,,,
football365.com,0,0,,,,,,
closetcooking.com,0,0,,,,,,
divascancook.com,0,0,,,,,,
nationalreview.com,0,0,,,,,,
southernplate.com,0,0,,,,,,
kansascity.com,0,0,,,,,,
lifedaily.com,0,0,,,,,,
halfbakedharvest.com,0,0,,,,,,
tabs.ultimate-guitar.com,0,0,,,,,,
livesimply.me,0,0,,,,,,
liverpoolecho.co.uk,0,0,,,,,,
ibreatheimhungry.com,0,0,,,,,,
thegrio.com,0,0,,,,,,
express.pk,0,0,,,,,,
goliath.com,0,0,,,,,,
laylita.com,0,0,,,,,,
clipd.com,0,0,,,,,,
minimalistbaker.com,0,0,,,,,,
trend-chaser.com,0,0,,,,,,
littlethings.com,0,0,,,,,,
americanheritagecooking.com,0,0,,,,,,
manchestereveningnews.co.uk,0,0,,,,,,
beta.ajitjalandhar.com,0,0,,,,,,
damndelicious.net,0,0,,,,,,
kraftrecipes.com,0,0,,,,,,
sltrib.com,0,0,,,,,,
drugs.com,0,0,,,,,,
sherdog.com,0,0,,,,,,
westword.com,0,0,,,,,,
usatoday.com,0,0,,,,,,
refinery29.com,0,0,,,,,,
mma-core.com,0,0,,,,,,
hi5.com,0,0,,,,,,
pcworld.com,0,0,,,,,,
goodtoknow.co.uk,0,0,,,,,,
cristcdl.com,0,0,,,,,,
soaps.sheknows.com,0,0,,,,,,
glocktalk.com,0,0,,,,,,
strawpoll.me,0,0,,,,,,
telugu.oneindia.com,0,0,,,,,,
nj.com,0,0,,,,,,
obits.nj.com,0,0,,,,,,
androidauthority.com,0,0,,,,,,
thescore.com,0,0,,,,,,
skinnyms.com,0,0,,,,,,
crunchycreamysweet.com,0,0,,,,,,
writersdigest.com,0,0,,,,,,
astrology.com,0,0,,,,,,
liveonlineradio.net,0,0,,,,,,
abc11.com,0,0,,,,,,
americanpregnancy.org,0,0,,,,,,
tastesoflizzyt.com,0,0,,,,,,
whats-on-netflix.com,0,0,,,,,,
dmv-written-test.com,0,0,,,,,,
greatist.com,0,0,,,,,,
twopeasandtheirpod.com,0,0,,,,,,
unilad.co.uk,0,0,,,,,,
m.chron.com,0,0,,,,,,
m.goliath.com,0,0,,,,,,
tasteofcountry.com,0,0,,,,,,
upi.com,0,0,,,,,,
distractify.com,0,0,,,,,,
mooglyblog.com,0,0,,,,,,
leoaffairs.com,0,0,,,,,,
theartofdoingstuff.com,0,0,,,,,,
financialexpress.com,0,0,,,,,,
foodbeast.com,0,0,,,,,,
slashfilm.com,0,0,,,,,,
realhousemoms.com,0,0,,,,,,
mentertained.com,0,0,,,,,,
pauladeen.com,0,0,,,,,,
grunge.com,0,0,,,,,,
emisoras.com.mx,0,0,,,,,,
collegehumor.com,0,0,,,,,,
healthdiscovery.net,0,0,,,,,,
ibtimes.co.in,0,0,,,,,,
charlotteobserver.com,0,0,,,,,,
dcfever.com,0,0,,,,,,
cibercuba.com,0,0,,,,,,
puppyfind.com,0,0,,,,,,
zemtv.com,0,0,,,,,,
capitalfm.com,0,0,,,,,,
break.com,0,0,,,,,,
thedrive.com,0,0,,,,,,
max-steel-reboot.wikia.com,0,0,,,,,,
m.hindustantimes.com,0,0,,,,,,
dict.cc,0,0,,,,,,
nationalenquirer.com,0,0,,,,,,
simplyrecipes.com,0,0,,,,,,
vcstar.com,0,0,,,,,,
m.gazeta.ru,0,0,,,,,,
m.lenta.ru,0,0,,,,,,
dinnerthendessert.com,0,0,,,,,,
beap-bc.yahoo.com,0,0,,,,,,
dslreports.com,0,0,,,,,,
trustedreviews.com,0,0,,,,,,
usgamer.net,0,0,,,,,,
warcraftlogs.com,0,0,,,,,,
younghouselove.com,0,0,,,,,,
s.yimg.com,0,0,,,,,,
artofmanliness.com,0,0,,,,,,
nickiswift.com,0,0,,,,,,
sport1.de,0,0,,,,,,
m.sfgate.com,0,0,,,,,,
m.kusports.com,0,0,,,,,,
streamable.com,0,0,,,,,,
thenextweb.com,0,0,,,,,,
marinij.com,0,0,,,,,,
cdn.playwire.com,0,0,,,,,,
techadvisor.co.uk,0,0,,,,,,
parenting.pl,0,0,,,,,,
planetf1.com,0,0,,,,,,
scoopwhoop.com,0,0,,,,,,
bruisedpassports.com,0,0,,,,,,
aax-us-pdx.amazon-adsystem.com,0,0,,,,,,
aax-us-east.amazon-adsystem.com,0,0,,,,,,
cooktopcove.com,0,0,,,,,,
m.gazette.com,0,0,,,,,,
recipe4living.com,0,0,,,,,,
classicfm.com,0,0,,,,,,
ad.hani.co.kr,0,0,,,,,,
historynet.com,0,0,,,,,,
theringer.com,0,0,,,,,,
echo.msk.ru,0,0,,,,,,
theclemsoninsider.com,0,0,,,,,,
forums.theclemsoninsider.com,0,0,,,,,,
epaper.ajitjalandhar.com,0,0,,,,,,
theroot.com,0,0,,,,,,
thelemonbowl.com,0,0,,,,,,
designbump.com,0,0,,,,,,
giveitlove.com,0,0,,,,,,
ampproject.net,0,0,,,,,,
m.warhistoryonline.com,0,0,,,,,,
ca-g2.gumgum.com,0,0,,,,,,
va-g2.gumgum.com,0,0,,,,,,
astrology-zodiac-signs.com,0,0,,,,,,
sweetyhigh.com,0,0,,,,,,
thegoatspot.net,0,0,,,,,,
pluto.tv,0,0,,,,,,
jojocrews.com,0,0,,,,,,
healthyway.com,0,0,,,,,,
thelist.com,0,0,,,,,,
pulsonline.rs,0,0,,,,,,
aventurasnahistoria.uol.com.br,0,0,,,,,,
telesurtv.net,0,0,,,,,,
hooch.net,0,0,,,,,,
thisisinsider.com,0,0,,,,,,
cq-preview.adnxs.net,0,0,,,,,,
pawpulous.com,0,0,,,,,,
apost.com,0,0,,,,,,
sandbox.pulsepoint.com,0,0,,,,,,
godinworld.com,0,0,,,,,,
adserver.curiouscat.me,0,0,,,,,,
thegamer.com,0,0,,,,,,
lynx.media,0,0,,,,,,
popculture.com,0,0,,,,,,
wittyfeed.me,0,0,,,,,,
news.missdomesticated.com,0,0,,,,,,
popbuzz.com,0,0,,,,,,
news.animalchannel.co,0,0,,,,,,
m.diletant.media,0,0,,,,,,
N/A,7,6,,,,,,
abcnews.go.com,12,5,,,,,,
m.huffpost.com,2,0,,,,,,
imasdk.googleapis.com,3,1,,,,,,
ib.adnxs.com,279,1,,,,,,
webmaila.juno.com,15,0,,,,,,
themonitor.com,2,0,,,,,,
nytimes.com,1,0,,,,,,
editorial.rottentomatoes.com,170,12,,,,,,
rottentomatoes.com,49,16,,,,,,
mail.comcast.net,239,6,,,,,,
diethood.com,5,0,,,,,,
mashable.com,19,11,,,,,,
articles.chicagotribune.com,2,1,,,,,,
chess.com,1653,78,,,,,,
runescape.wikia.com,12,0,,,,,,
apps.facebook.com,13,0,,,,,,
twistity.com,1605,18,,,,,,
football.realgm.com,1,0,,,,,,
economictimes.indiatimes.com,1027,84,,,,,,
mail.lycos.com,31,0,,,,,,
webmail.lycos.com,230,2,,,,,,
games.pch.com,3,0,,,,,,
pch.com,18,3,,,,,,
chocolatecoveredkatie.com,129,0,,,,,,
yahoo.com,1,0,,,,,,
merriam-webster.com,754,17,,,,,,
gta5cheats.com,8,0,,,,,,
search.iminent.com,2,0,,,,,,
dogtime.com,1601,44,,,,,,
menupix.com,2,1,,,,,,
gamebattles.majorleaguegaming.com,27,22,,,,,,
streamdb5web.securenetsystems.net,1280,20,,,,,,
centurylink.net,40,0,,,,,,
rediff.com,1,1,,,,,,
k12reader.com,6808,311,,,,,,
tpc.googlesyndication.com,645,0,,,,,,
radio.securenetsystems.net,26678,180,,,,,,
baltimore.cbslocal.com,1,1,,,,,,
wruf.com,5,0,,,,,,
arrowheadpride.com,4,2,,,,,,
damnlol.com,2,0,,,,,,
cwtv.com,91,34,,,,,,
virginia.sportswar.com,1,1,,,,,,
stardoll.com,6,4,,,,,,
boston.cbslocal.com,2,1,,,,,,
sanfrancisco.cbslocal.com,1,0,,,,,,
pittsburgh.cbslocal.com,4,2,,,,,,
detroit.cbslocal.com,1,1,,,,,,
minnesota.cbslocal.com,2,0,,,,,,
newyork.cbslocal.com,2,0,,,,,,
dfw.cbslocal.com,14,12,,,,,,
flyordie.com,1,0,,,,,,
my.juno.com,11,0,,,,,,
techtimes.com,3926,60,,,,,,
vt.lightspeedvt.com,35,29,,,,,,
mathwarehouse.com,1,0,,,,,,
sportschatplace.com,303,14,,,,,,
sudoku.com.au,4,0,,,,,,
player.radioloyalty.com,6,6,,,,,,
wavy.com,50,8,,,,,,
filehippo.com,16,0,,,,,,
obozrevatel.com,1,1,,,,,,
theguardian.com,1,1,,,,,,
self.com,1,0,,,,,,
crosswordtracker.com,555,3,,,,,,
mail.twc.com,2,2,,,,,,
freewebarcade.com,1,1,,,,,,
forsalebyowner.com,78,3,,,,,,
pleated-jeans.com,1,0,,,,,,
cn.dealmoon.com,2,2,,,,,,
petplace.com,33,0,,,,,,
the-crossword-solver.com,19,0,,,,,,
mlbpark.donga.com,3,2,,,,,,
tutorvista.com,17,0,,,,,,
popsugar.com,4,2,,,,,,
moviefone.com,4,0,,,,,,
new.schoolnotes.com,19,0,,,,,,
c.peoplepc.com,5,1,,,,,,
aseaofblue.com,1,0,,,,,,
nbc12.com,7,6,,,,,,
news.creaders.net,220,166,,,,,,
creaders.net,1,1,,,,,,
biggeekdad.com,6,3,,,,,,
lovepanky.com,4,2,,,,,,
en.softonic.com,3107,33,,,,,,
chessmaniac.com,56,1,,,,,,
yardbarker.com,164,2,,,,,,
pcmag.com,5,0,,,,,,
chevroletforum.com,1,0,,,,,,
weatherbug.com,12,0,,,,,,
bizjournals.com,2,1,,,,,,
driversprep.com,8,8,,,,,,
autos.yahoo.com,1,0,,,,,,
gamespot.com,155,117,,,,,,
thepioneerwoman.com,479,3,,,,,,
web.stmath.com,11,9,,,,,,
typingtest.com,542,18,,,,,,
mlbtraderumors.com,14,12,,,,,,
flyfrontier.com,7,6,,,,,,
prizegrab.com,1,0,,,,,,
stylebistro.com,1,1,,,,,,
usatoday.com,3,2,,,,,,
minecraft-mp.com,4,2,,,,,,
lms.thinkthroughmath.com,289,224,,,,,,
crosswordheaven.com,1,1,,,,,,
operationsports.com,1,0,,,,,,
wordreference.com,952,877,,,,,,
webmail.excite.com,12,8,,,,,,
excite.com,4,3,,,,,,
losandes.com.ar,1,0,,,,,,
rvt.com,1,1,,,,,,
si.com,14,3,,,,,,
mrshappyhomemaker.com,28,0,,,,,,
detoxinista.com,4,0,,,,,,
thegunnysack.com,1,0,,,,,,
kjrh.com,38,11,,,,,,
tv.gifthulk.com,3,1,,,,,,
nationalpost.com,5,0,,,,,,
terra.com.br,3,0,,,,,,
cwseed.com,25,0,,,,,,
empire.goodgamestudios.com,1,0,,,,,,
hoofoot.com,3,2,,,,,,
mtgtop8.com,15,1,,,,,,
hockeyfights.com,1,1,,,,,,
play.typeracer.com,8,0,,,,,,
abc.go.com,2,1,,,,,,
freeform.go.com,1,1,,,,,,
adweek.com,5,0,,,,,,
funimation.com,61,2,,,,,,
streamdb4.securenetsystems.net,1,0,,,,,,
pagesix.com,13,9,,,,,,
wordunscrambler.com,5,5,,,,,,
mtv.com,2,0,,,,,,
kptv.com,1,1,,,,,,
youplay.com,34,0,,,,,,
pga.com,265,6,,,,,,
shooter-bubble.com,11,7,,,,,,
ng.cengage.com,13,4,,,,,,
jetpunk.com,175,4,,,,,,
kgbanswers.com,2,0,,,,,,
timesofsandiego.com,3,0,,,,,,
tennislink.usta.com,1,1,,,,,,
hudl.com,227,42,,,,,,
todaysparent.com,5,2,,,,,,
en.uptodown.com,89,0,,,,,,
appass.com,36,0,,,,,,
tarot.com,8,8,,,,,,
coupons.shoprite.com,2,2,,,,,,
more2.starfall.com,10,6,,,,,,
chronicle.augusta.com,1,0,,,,,,
movies.eventful.com,1,0,,,,,,
highya.com,2,2,,,,,,
liketotally80s.com,23,0,,,,,,
formulas.tutorvista.com,193,0,,,,,,
physics.tutorvista.com,77,0,,,,,,
somewhatsimple.com,3,0,,,,,,
fansided.com,2,0,,,,,,
en.akinator.com,6,5,,,,,,
dinarrecaps.com,502,3,,,,,,
gamesradar.com,10,0,,,,,,
indiatvnews.com,2,1,,,,,,
sudoku-solutions.com,33,0,,,,,,
gosur.com,1,1,,,,,,
glosbe.com,357,0,,,,,,
gerencie.com,1,0,,,,,,
studyisland.com,1,1,,,,,,
commercecentral.yahoo.com,1,0,,,,,,
gnli.christianpost.com,86,47,,,,,,
paycheckcity.com,4,0,,,,,,
traveltips.usatoday.com,1,0,,,,,,
howmanysyllables.com,46,0,,,,,,
search.alot.com,2,1,,,,,,
samdangames.blogspot.com,3,2,,,,,,
ctpost.com,1,1,,,,,,
boards.weddingbee.com,1,1,,,,,,
gotoquiz.com,1,1,,,,,,
freedomnewspaper.com,210,72,,,,,,
issuein.com,38,0,,,,,,
ozarksfirst.com,24,1,,,,,,
blog.theanimalrescuesite.com,1,1,,,,,,
home.brandthunder.com,2,2,,,,,,
wonderslist.com,1,0,,,,,,
tribuneindia.com,2,1,,,,,,
dragoart.com,16,0,,,,,,
oprah.com,11,1,,,,,,
southernhospitalityblog.com,13,0,,,,,,
math-aids.com,3452,147,,,,,,
divyabhaskar.co.in,1,1,,,,,,
eq2.wikia.com,34,0,,,,,,
timesofindia.indiatimes.com,3914,2103,,,,,,
ccm.net,468,1,,,,,,
listenonrepeat.com,17,0,,,,,,
goal.com,66,1,,,,,,
muppet.wikia.com,1,1,,,,,,
disney.wikia.com,1,1,,,,,,
harrypotter.wikia.com,2,2,,,,,,
wcvb.com,2,0,,,,,,
booking.flyfrontier.com,315,269,,,,,,
forum.wordreference.com,20,15,,,,,,
sudokukingdom.com,3,2,,,,,,
kiro7.com,32,2,,,,,,
outlook.live.com,1275,28,,,,,,
tibia.wikia.com,37,0,,,,,,
weather.weatherbug.com,240,16,,,,,,
sports.yahoo.com,116,0,,,,,,
news.yahoo.com,107,1,,,,,,
my.yahoo.com,1,0,,,,,,
blacksportsonline.com,1,1,,,,,,
io9.gizmodo.com,1,1,,,,,,
money.usnews.com,2,2,,,,,,
suffolknewsherald.com,8,0,,,,,,
9to5mac.com,3,0,,,,,,
desmoinesregister.com,135,29,,,,,,
togetter.com,6,6,,,,,,
radio.ghanaweb.com,3,2,,,,,,
us.24h.com.vn,1,1,,,,,,
ubergizmo.com,6,0,,,,,,
gadgets.ndtv.com,247,11,,,,,,
sports.ndtv.com,5,2,,,,,,
static.radioloyalty.com,1,1,,,,,,
navbharattimes.indiatimes.com,133,30,,,,,,
maharashtratimes.indiatimes.com,85,1,,,,,,
news8000.com,1,0,,,,,,
start.iminent.com,3,3,,,,,,
globoesporte.globo.com,2,1,,,,,,
fjrowners.com,2,0,,,,,,
jkowners.com,1,1,,,,,,
tides.willyweather.com,221,0,,,,,,
willyweather.com,17,0,,,,,,
timeout.com,18,1,,,,,,
riddles.com,57,0,,,,,,
yumasun.com,2,0,,,,,,
vh1.com,1,1,,,,,,
caselaw.findlaw.com,1,1,,,,,,
t3.com,3,0,,,,,,
apollo.slingbox.com,372,0,,,,,,
